관광지,전체내용
용두암,비랑 태풍이 너무심하게 와서 사진도 제대로 못찍었..지금 10년만에 온 제주도에 배신당하고2박3일동안 바람만 맞다간두아...진짜 하늘도 무심하시지 : 비가 와서..
용두암,다들 아는 유명한 관광지. 딱 잘 보이고... 중국인도 많고 너무나 관광지지만 그래도 유명하고 볼만하다. 용두암이란 이름 진짜 잘지은듯. : 다들 아는 유명한 관광지.
제주 민속자연사박물관,"모슬포 가려다 비가 내려 제주시내민속 자연사 박물관으로 변경.입장료 2000원.제주의 자연사를 둘러보고 여러가지설명을 들었다.강추.광해 특별전을 한다.실리 외교와 대동법. 이렇게 폐위되지 않고 성군으로  마무리했다면,지금 대한민국은 또 어떤 모습일지..아쉽다.대한민국 화이팅~ : 9월 제주 민속 자연사박물관"
제주 민속자연사박물관,자녀와함께 실내에서 편하게 박물관을보고 쉴수도있게 카페도 있어서 좋았어요~비가오거나 덥거나 추울때 자녀와 동반이라면 강추에요~~ : 자녀와함께 박물관
제주 민속자연사박물관,제주와 제주사람들에 대한 공부가 되는 곳이다. 아이들과 제주를 방문한다면 들려봐야할 곳. 특별전시도 테마를 바꾸어가면서 하는데 직원분들이 친절히 설명해주어서 좋았다. : 제주에 대한 유익한 공부
제주 민속자연사박물관,"특별한 유물을 기대하지만 않는다면 가족들과 한 번쯤 둘러봐도 좋을 것 같읍니다. 네비게이션마다 다르겠지만, 아직도 구 이정표대로 길안내를 하는 바람에 좀 헤매다 가긴 했읍니다.  국수거리와 함께 있으니 제주 국수 좋아하시는 분들이라면 더 좋을 듯..... 저는 제주 국수의 맛을 모르겠지만. : 가볼만한 곳이지만......"
제주 민속자연사박물관,"제주 국수거리 근처에 있음.제주에 대하여 아이에게 더 자세히 설명해주려 방문.공사중이라 무료관람. 대신 동선이 얽히는 부분 있음. 제주의 탄생, 민속 자료, 동식물자료 등 시간 보내기 좋음. 조금 더 크면 재방문하루의사 100% : 제주 민속, 자연을 알고자 하면"
제주 민속자연사박물관,"제주도의 박물관 중 제주도에 대해 가장 잘 설명해주는 곳이다. 지질, 민속, 해양 모두에 걸쳐 훌륭한 시각적 전시를 해 놓아 성인들이 방문할 가치가 있다. : 제주 지질, 민속에 대한 자세한 설명"
제주 민속자연사박물관,"제주도 여행 초기에 방문하여 박물관을 봐야, 제주도를 이해하는데 도움됩니다. 전시관은 넓고 쾌적합니다. 때때로 기획전시도 열립니다. : 꼭 가야할 곳입니다."
제주 민속자연사박물관,주변에 고기국수집이 많아 국수를 먹고 소화도 시킬겸 박물관에 들렀다 주차장은 엄청 넓었다 입장료는 저렴하다 일반적인 박물관 규모보다는 좁지만 있을 건 다 있었다 그리고 산책하기도 좋은 장소이다 : 한적함
제주 민속자연사박물관,박물관이 넓직넓직해서 아이들과 가기 좋아요. 입장료가 있긴하지만 저렴하고 석회동굴 및 제주도에 대한 설화 등에 대해서 잘 전시되어 있어 흥미를 느끼기 좋았습니다. 중앙정원 같은 곳에서 사진 찍기도 좋고 아래로 내려가면 조그마한 해양박물관이 있어 둘러보기 좋습니다. : 아이들과 가기 좋은 박물관
제주 민속자연사박물관,친구랑 박물관 가는 걸 좋아해서 제주도는 여러번 갔지만 처음으로 방문해봤습니다.저희가 갔을 땐 일부 전시관이 닫혀있어서 아쉬웠지만 볼거리가 가득한 곳입니다. : 박물관을 좋아해서 방문햇어요
방림원,여미지 식물원 갔다가 바로 여기 갔는대 야생화도 식물원이고 정말 정말 종류도 많고 관리도 잘되어 있었습니다. 그리고 저희가 꽃이 거의 져물어 갈때 온거라 관리하시는 분들이 대대적 관리를 하고계신걸 보고 정말 관리 잘되는 식물원이구나 싶었어요 기분 좋게 제대로 본 기분이라 봏았습니다 : 솔직히 기대 안하고 갔는데 대박이었어요
방림원,조용한 예술마을 좋아요. 이것저것 볼 것도 많고 갤러리도 있고훌렁훌렁 돌아다니기 참 좋은 곳 아직은 참 조용해서 좋은 마을 : 볼만한 곳
방림원,"별 생각 없이 산책 하고 싶어서 간곳이였는데생각보다 관리도 잘 되어 있고, 여러가지 야생화도 볼 수 있게 되어있다.꽃이 피는 가을에는 아기들 대리고 가서 사진찍어도 예쁘게 나오는 곳!! : 식물 좋아하는 사람에게는 굿!!"
방림원,더 자연 그대로의 식물원을 기대했었는데 돌아본 느낌은 아주 큰 개인정원 같았습니다. 그래서인지 대단하다란 느낌외의 다른 감흥을 느낄 순 없었습니다. 그렇지만 한 개인이 수집하고 가꾸고 그 넓고 다양한 공간을 만들어 냈다는 점은 대단한 것 같습니다. 오전이나 해가 좋은 낮에 방문할 것을 추천합니다. 예쁜 사진을 맘껏 찍을 수 있는 곳입니다. 방림원과 아주 가까운 곳에 제주현대미술관과 저지문화예술인마을이 있으니 함께 방문해도 좋을 것 같습니다. : 아주 큰 정원
방림원,아름다운 곳이 정말 많은 제주..방림원은 첫방문이었어요~ 입장료는 있습니다..실내전시관에서 300여종의 야생초화류를 접할 수 있었고 정신이 맑아지는 느낌이었네요^^ 사진 찍기도 정말 좋은 곳이에요! : 제주 방림원
방림원,방림원은 생각하는 정원에 너무 가려진 듯한 느낌입니다 규모나 시설은 비교가되지 않지만 방림원은 야생화 박물관 이라는 느낌 그대로 약간 투박하지만 그 나름의 매력을 가진 시골 아갔 같은 느낌 입니다궁금하다구요? 일단 가보세요 후회하지 않을 겁나다 다만 사랑하는 사람과 가면 더 좋은 추억을 만들 수 있을 거예요 : 아가자기한 식물원~~
방림원,방림원은 큰 식물관 입니다. 모든 설명과 표지판이 한국어로 쓰여 있어서 걷는 것이 우리에겐 좋은 생각이었습니다. 투어 가이드가 수천 개에 달하는 식물 이름을 영어로 해석해주는 게 가능할 거라 생각지도 않았습니다. 그러나 이곳은 아름답고 가볼 만한 곳입니다. : 식물 정원
방림원,저는 이곳이 정말 좋았어요. 매우 독특하고 아름다운 식물원. 한 경험이었다! 직원들이 매우 친절했다. 보기 및 식물이 잘 한다면 투어링 제주. : 아름답고 이국적인.
북촌 돌하르방공원,역시 제주도 하면 돌하루방입니다.특색있는 것들이 많아서 볼만했습니다.산책로도 잘 정돈되어 있습니다.꼭 와보세요. : 특색있는 돌하루방들..
북촌 돌하르방공원,재미진 돌하르방이 많아서 좋았습니다. 좋은날씨에 산책하기에 좋은 산책로도 있어서 너무 좋았습니다. : 재미진 돌하르방이 많아서 좋았습니다.
북촌 돌하르방공원,돌하르방! 제주의 상징적인 것 중의 하나!아이의 눈에는 여전히 구멍난 돌 ㅋㅋㅋㅋ가볍게 거닐며 다양한 돌?들을 구경할수 있는 곳 : 구멍난 돌
북촌 돌하르방공원,"돌하르방을 마음껏, 원없이 볼수 있는 공원이에요.제주만의 특색이 확 드러나있는 곳이랄까요. 이렇게 숨겨진 멋진 곳들이 많은 제주도, 많이 방문해보시길 바라요. : 제주도의 상징"
북촌 돌하르방공원,개인 소유 박물관이라고 들었는데 구성이 굉장히 잘 되어 있습니다. 사진 찍기도 좋구요~ 하나 하나 둘러보는데 모양새가 다 달라서 구경하는 재미가 있습니다. 친구나 가족끼리 가도 좋고 연인끼리 가는 것도 추천합니다! : 사진 찍기 좋아요
북촌 돌하르방공원,사실 제주도에는 널린 게 돌이긴 한데 그런 돌들에게 의미를 부여해서 모아놓으니 평범한 돌이라도 한 번 더 보게 되고 좋았습니다. : 다양한 제주돌들을 볼 수 있는 곳
북촌 돌하르방공원,운전하며 돌아다니다 이 공원을 우연히 발견하였습니다. 이 공원이야말로 제주에서 꼭 방문해 볼 만한 곳입니다. 여기서 하르방 조각상 미니어처도 구매했습니다. 만약 이 공원을 보신다면 꼭 가 보시기 바랍니다. : 한국의 전통적인 조각상
북촌 돌하르방공원,운전하며 돌아다니다 이 공원을 우연히 발견하였습니다. 이 공원이야말로 제주에서 꼭 방문해 볼 만한 곳입니다. 여기서 하르방 조각상 미니어처도 구매했습니다. 만약 이 공원을 보신다면 꼭 가보시기 바랍니다. : 한국의 전통적인 조각상
북촌 돌하르방공원,정원에 많은 석조각들과 동상들이 있습니다. 그것들은 정원을 멋지고 밤에는 으스스하게 만들었습니다. 돌들이 재미나 보였지만 이곳에 보고 할 것이 많지는 않습니다. 직원들은 영어를 할 줄 모릅니다. : 돌 인형 정원
만장굴,"삼척 환선굴이나 단양 고수동굴에서 꽤 즐거워서 제주도 여행에서도 만장굴을 방문함.그런데 환선굴이나 고수동굴처럼 내부가 드라마틱하게 변하거나 지형지물의 변화가 없는 그냥 터널같은 느낌이었다. 아니, 진짜 터널이다. 드라마틱한 지형변화같은건 없고 어둡고 긴 터널을 30분가량 걷는건 정말 별로였음. : 어둡고 긴 동굴, 그런데 아무것도 없는 심심한 장소"
만장굴,7월인데 동굴안 온도가 약 13도아이나 노약자와 함께라면 긴바지와 긴팔 준비하는 게 좋을 듯 함.지질에 관심있으신 분이라면 강추. 더불어 거문오름까지. 근데 아니라면 조금 불평할수도.일단 걷기 싫어하는 사람은 안가는 게 좋을 것 같음우리가족 기준으로 40~50분 걸렸는데 길이 좋지 않음(좋을리가 없죠). 그리고 좀 어두움.교육상으로는 괜찮다고 생각. : 여름날 추위를 느끼고 싶다면.
만장굴,끝에 큰 석주가 있어서 멋집니다 가는길에도 설명도 자세하게 잘있고 아이들과 같이 가면 재밌을거 같습니다 그리고 사진 찍기 좋은곳도 있고 동굴에 대해서 공부도 하고 좋은 추억 남기기에 좋은곳 같습니다👍 : 애들이 좋아해요
만장굴,웅장하고 긴 동굴이지만 어둡고 축축한 곳입니다. 들어가시기 전에 꼭 신발은 더러워져도 되는 신발로 신으세요. 또한 동굴내부에  화장실이 없기 때문에 입장 전 들리시기를 추천합니다 그리고 동굴 천장에서 물이 많이 떨어지니 모자를 쓰는 것도 좋습니다 : 상당히 어둡고 습해요
만장굴,대단한 길고 넓음. 공개부분만 왕복 40분 소요됨. 입장료 성인 5천원이며 전혀 아깝다는 후회가 들지않음. 5월에 약간 써늘하니 겉옷을 가져가는것을 추천함 : 만장굴
만장굴,제주도 올때 마다 들렸었는데 아이들 커서 다시 들리니 가족 동굴 탐험 하는 것 같아 재미있고 사진도 많이 찍어서 좋았습니다.아침에 조금 일찍 가셔서 천천히 다니시몃 사진찍기 좋은 곳에서 가족 사진이나 개인 사진 찍으시면 좋을 것 같습니다. : 올 때 마다 새로운 느낌
만장굴,만장굴은 평범한 동굴이 아닙니다. 세계적으로도 희귀한 형태를 띄고 있는 용암동굴입니다. UNESCO 세계자연유산으로도 지정된 만장굴을 꼭 한번 방문해보세요. 동굴 안에 들어가 있으면 조금 무섭기도하지만 모험을 하고 있는 듯한 기분이 들어 재미있습니다. : 신기한 동굴
만장굴,김녕사굴 과 함께 천연기념물 제98호 입니다. 김녕사굴 위치 에서 조금 더 안쪽으로 위치해 있습니다. 용암의 침하운동으로 형성된 천연 동굴 입니다.동굴 내 온도가 낮고 바닥이 울퉁불퉁 하니 꼭 운동화 준비하시는게 좋습니다. : 제주도의 천연 동굴
만장굴,웅장하고 정말 멋집니다 용암이 흐른자국이 그대로 보여 실감나고 규모가 커서 웅장합니다 충분히 멋진데 단점은 좀 어둡습니다. 그 멋진 모습이 잘 보이지 않아 아쉽지만 정말 용암이 실감나서 추천합니다 아이와 같이가기엔 좀 걷기 힘들수는 있을거 같아요 입장료도 싸고 만족합니다/ : 웅장합니다
만장굴,영암동굴이라 석회동굴과 다른 색다른 경험응 할 수 있었다. 개인적인 생각은 석회동굴이 볼거리가 많은거 같다. 동굴안이 어두운 편이라 동굴을 자세희 관찰하는데 어려움이 있다. 휴대용 렌턴을 가지고 가면 동굴 관찰하는데 도움을 줄거라 확신한다.동굴의 길이는 는 누구나 부다없이 즐길 수 있을 정도로 개방하고 있다. : Good
산굼부리,"다랑쉬, 용눈이, 백약이, 금오름 등 오름은 대부분 무료임. 물론 조금 걸어야 하지만.예전에 입장료가 없을 때를 생각해서 그런지 좀 속상함. 입장료를 고려치 않는 다면 괜찮음. : 이쁜 오름은 많다"
산굼부리,"제주도 여행 시 가보면 좋을만한 오름이다.오르기도 힘들지않고, 오르면 좋은 자연경관을 볼 수 있다. 억새풀도 예쁘고 많아서 사진찍기에도 좋다 : 한번쯤 가보면 좋을만한 곳"
산굼부리,"산굼부리 억새는 멋있습니다. 입장료가 넘 비쌉니다. 이리저리 오래 둘려보려해도 1시간이 좀 넘는데 입장료 좀 낮춰주세요. 에코랜드와 가까워서, 저흰 동선 나누어서 구경했습니다. : 산굼부리 억새는 장관, 입장료 좀 내려주세요"
산굼부리,자연의 위대함을 만끽하기 좋은 곳으로 분화구가 자연스럽게 형성된 것을 보고 느끼고 즐길 수 까지 있는 좋은 곳입니다. 산책을 하기에도 좋은 공간입니다. : 조용하게 산책하기 좋은 곳
산굼부리,산굼부리는 가을에 가면 정말 예쁜 억새를 볼 수 있어요특히 햇빛을 제대로 받으면 황금빛 억새가 너무 예뻐요인생사진도 건질 수 있는 곳인데 산책하기도 좋아요 : 산굼부리는 너무 좋아 바람도 좋고
산굼부리,"가을 겨울 억새밭의 매력에 빠질 수 있는 대표 관광명소로,한라산 백록담 보다 더 큰 제주 최대의 분화구이다. 억새언덕과 한라산이 보이는 풍경이 장관이다 : 가을 겨울에 꼭 가봐야할 명소"
산굼부리,완전좋았어요ㅠㅠ날씨도 딱ㅇ고 하늘도 너무예쁘고 가을바람 부는날 선선하니 걸어서 올라가니 너무 좋았습니다~~ 평일이여서 그런지 관광객들도 그리많지않아 좋았어요! : 진짜힐링~~~~
산굼부리,억새 보러 가시는 것을 추천합니다. 수학여행으로 처음 갔었는데 처음엔 이름 듣고 뭐지 싶었지만 꽤 멋집니다. 단 단체여행객 없을 때 가셔야 사진 찍기 편하실듯. : 가을에 가면 좋음
산굼부리,사람들이 많이 가는 걸 보고 우연히 내려서 입장료 6000원씩 내고 들어갔는데 날씨가 흐렸음에도 불구하고 분위기가 있어서 좋았어요. 분위기 있는 가을 사진 찍기 좋은 곳이에요. : 비자림 가다가 우연히 내린 곳
산굼부리,정상까지 오르는 데 얼마 걸리지 않아 가족과 함께방문해서 한바퀴 돌만 합니다.저희 가족이 방문한 날은 날씨가 좋아서한라산 정상도 보였고 멀리 있는 성산 일출봉도 또렷하게 보였어요.^^ : 산굼부리  정상에서 바라보는 전망이 너무 멋지네요!
해녀박물관,제주도 해녀의 역사와 문화를 공부할 수 있는 곳으로 많은 여행객들의 사랑을 받고 있는 것으로 판단됩니다. 우리나라의 해녀 문화가 전세계로 알려지기를 바랍니다. : 대한민국 제주도 해녀 박물관
해녀박물관,제주도는 해녀로 유명합니다. 산소통 없이 바다 깊은 곳까지 내려가 해산물을 채취하는 해녀. 해녀 박물관은 제주도에 위치한 박물관 중에서 추천할만 한 특색있는 박물관입니다. : 하도리에 방문하신다면 방문하면 좋은 박물관입니다.
해녀박물관,제주 해녀들의 삶을 엿볼수 있는곳입니다아이들과 한번 방문해볼만합니다주차는 무료이고 아이들은 입장료 무료입니다어른은 물론 입장료있습니다 ^^ : 아이들과 한번 방문해볼만한곳
해녀박물관,"해녀라고 하면 지나가다 ""해녀의 집""이라며 직접 잡은 해산물을 파는 분들로 알기 쉽습니다.하지만, 국립제주박물관을 다녀와 보고 옛 제주도민의 힘들었던 삶을 알게 된 뒤 이곳에서 느끼는 감정은 달랐습니다. 그렇게 힘들었던 제주도민들의 삶에서 더 힘들었던 여성으로서의 삶, 특히나 해녀들은 정말 불쌍했구나... 싶은 생각이 절로 들었네요.숫자는 이제 많이 줄었다고 하는데 이분들이 UNESCO 무형문화재로 등록되었다는 안내를 보니 참으로 특이한 삶이로구나 싶었습니다.다양한 전시물을 통해 해녀를 이해할 수 있었고, 옥상 전망대에서 바라보는 세화바다는 아름다웠어요.근처의 평대리, 세화 많이 가시던데 잠시 들러 구경하시면 좋을것 같습니다. 마지막으로 들리게 되는 기념품가게에도 예쁜 것들이 많더군요. : 제주 해녀의 슬픈 사연을 들어볼 수 있는 곳"
해녀박물관,"서귀포  출발..섭지코지와 성산 일출봉에서엄청 겨울 바람을 맞고..얼얼한 얼굴로약 15km 더 올라오니, 오붓한 곳에 있는 해녀박물관. 해녀들의 삶을 이해하게 되었다. 3층 전망대에서 바라보는 제주 바다.  아~ 제주..좋아요. : 해녀박물관"
해녀박물관,"큰 기대없이 방문했는데, 제주의 다른 독특한 박물관과 비교하기 어려울 만큼 훌륭한 곳이라고 생각합니다. 해녀들의 삶, 일하는 방법 등 보통 사람들을 알기 어려운 해녀의 이야기. : 제주의 역사를 함께하는 해녀"
해녀박물관,생각보다 잘되어있어서 만족스럽습니다.정원이 아름답고 해녀분들이 타고나갔던 선박도 정원에 전시되어있고 스피커로 해녀분들의 노동요가 나와서 리얼합니다.어린이 실내놀이터도 잘해놓았습니다. : 제주 동북부 관광시 필수방문지.
해녀박물관,제주 해녀에 대해 알 수 있는 곳으로 다양한 사료가 있습니다. 올레길 20코스 마지막과 21코스 시작 스탬프를 찍을 수 있는 장소가 있습니다. 건물 위층 전망대에서 내려다보는 세화 해변이 매우 아름답습니다. 어린이 해녀 박물관 코너에서 아이들이 즐겁게 놀 수 있습니다. : 제주 해녀에 대해 알 수 있고 전망대가 근사합니다.
해녀박물관,제주도 해녀하면 대표적인 곳이 하도리이고 그곳에 해녀 박물관이 자리잡고 있습니다. 해녀에 대한 다양한 것들이 전시되어있어 꼭 한번 들러보시기를 권장합니다. 2층 전망대에서 보는 바다도 너무 예쁘네요 : 해녀와 관련된 전시들과 2층 전망대 바다 전망이 좋아요
해녀박물관,"해녀분들의 삶을 들으면서 슬프기도하고 정보와 역사가 잘 전시되어 좋았습니다, 전망대도 있습니다 : 해녀 박물관"
비자림,비자나무가 장관을 이룹니다. 하지만 마스크 때문이 재대로된 향기를 맡을수가 없네요. 너무 아쉬워요. 그리고 산책로도 화산송이로 되어있어 걷는 느낌이 좋습니다. 힐링되고 자연의 위대함을 느끼고 갑니다. : 코로나가 아쉬워요
비자림,비자 나무들이 숲을 이루고 있는 비자 숲은 아름다운 경치와 숲의 피톤치드를 한번에 느낄 수 있는 공간이다. 비자림의 매력에 한번 빠지면 헤어나오지 못할 것이다. : 최고의 피톤치드
비자림,비자향 가득한 비자림은 그 곳은 정말 천국이예요새소리도 예쁘게 지저귀고 나무들의 향내음에 흙길을 걸으면 잡 생각도 없어지고 머리가 맑아져서 나올 수 있어요 : 비자향 가득한 그 곳은 천국
비자림,여유롭게 자연을 느끼기에 정말 좋았던 곳! 제주도 5번 간것 중에 2번 비자림에 방문했어요. 비자림 들어서면 공기도 좋은게 딱 느껴지고 비자나무 향이 은은하게 또 좋았네요. 여름에 갔는데 나무가 많아서 그런지 그늘도 많고 그렇게 덥지 않아서 오래 머무를 수 있었어요. : 공기좋고 비자나무 향 좋고
비자림,제주도에는 여러군데의 숲길이 있습니다. 그 가운데 원시의 숲을 경험 할 수 있는곳이 이 비자림 숲이 아닐까 합니다. 걸어글어 가는 순간 부터 천년의 세월을 느낄 수 있을만큼  커다란 아름드리 비자림 나무에 감탄하실 것입니다. : 천년의 숲
비자림,"가족여행객, 커플들에게 추천하고 싶은 곳입니다. 평지로 된 산책길이기 때문에 어르신, 어린이 모두 걸을 수 있는 길입니다. 비자나무 군림지 중에서 가장 큰 곳이 제주도의 비자림입니다. 나무가 가지고 있는 특유의 청량한 향이 좋습니다. : 비자림은 비자나무군락지입니다. 1시간 코스의 멋진 산책길입니다."
비자림,제주에는 예쁜 숲과 길이 아주 많죠. 비자림도 그 중 하나입니다. 코스가 생각보다 엄청 길고 크지는 않았던 것 같아요. 그래서 오히려 만족합니다. : 제주에는 예쁜 숲과 길이 아주 많죠. 비자림도 그 중 하나입니다.
비자림,화산송이 밟을 때 그 소리가 아직도 정겹습니다. 걸을때마다 기분이 좋아져요.. 오감이 열리는 기분이에요. 안가보셨다면 꼭 가보세요. 한번도 안가본 사람은 있을수 있지만 한번만 가는 사람은 드물꺼에요. : 완전 사랑하는 곳
비자림,"숙소가 비자림 근처여서 들러보았는데, 아주 좋은 곳입니다.공기도 좋고, 숲내음 가득한 길을 걷다보면 절로 힐링되는 곳이죠.그리고 매표소 앞 편의점에서 주인이 내려주는 커피가 마실만 합니다.아이스커피 한잔으로 즐거운 산책길을 마무리할 수 있었습니다. : 제주도에서 즐기는 고즈넉한 숲 산책"
비자림,공기도 좋고 몸에 좋은 피톤치드향 가득 먹으며 가볍게 산책 하기 좋습니다 입장료 3천원이 아까울수도 있지만 천연기념물 보호를 위한 사업에 쓰인다고 하면 충분히 갚어치 있는 금액입니다커피값 보다 저렴 하니까요 : 가볍게 산책 하기 좋은 곳
김녕 미로공원,제주도에서 이렇게 분위기 좋은 곳을 찾을 수 없을 것입니다. 프랑스 파리의 베르사유 궁전을 방문했을 때의 좋은 기분을 느낄 수 있었습니다. : 제주도의 미로 같은 공원
김녕 미로공원,아무래도 스템프 찍는게 꽤나 제미있었습니다. 다만 나무로 되어있어서 거미가 꽤니 많았던것 같내요그래도 감안하고 갈 만큼 너무나 좋았습니다. : 거미가 있긴했는데 너무좋았던 곳
김녕 미로공원,김녕미로박물관은 이름만으로도 기대감을 나타낸다. 아름다운 미로 숲길에서 우리 가족들을 찾아보며 12월의 마지막을 행복하게 보냈다. 여름방학때 꼭 다시와봐야겠다. : 우리가족 찾기
김녕 미로공원,더워 쓰러질꺼 같은데 아이들은 마냥 좋아합니다. 전 힘들었지만 아이들이 좋아하니 다행입니다. 아 남편도 좋아하더군요. 생각보다 넓습니다. 넓어요. 시원할때 가세요. : 시원할때 가세요.
김녕 미로공원,만장굴 근처에있는 김녕미로공원..아이들과 편을나눠서 미로찾기를하면 훨씬 재미있고 아이들에 얼굴에는 길찾는 내내 웃음꽃이핀다.야외에는 고양이가 많아 이점도 아이들이좋아할만하다 : 재미있는 미로찾기
김녕 미로공원,"집에만 있으면 너무 깝깝할 것 같은 쌍둥이를 데리고 미로공원을 갑니다. 앞에는 아빠 뒤에는 엄마. 쌍둥이들이 그 사이를 왔다갔다 뛰어다녀도 미로 통로가 넓지 않아 밖으로 나가지 못해, 아이들은 실컷 뛰고 엄마 아빠는 덜 힘든 (요령이 통하는) 공원이네요. 가족단위, 연인 다 좋습니다. 단체는 좀 고민해보셔야 할 것 같네요. 근처 다니실 일정이 있으시면 1시간 정도 투자해서 들려보시는 것을 추천합니다. 다 돌고나서 커피도 한 잔 하시고요. : 쌍둥이들 산책 겸 운동 겸"
김녕 미로공원,길찾는 미로공원이다 스템프를 찍으면서 길을 찾는 곳이고 스템프를 다 찍으면 엽서를 한장 준다 거창한 선물이 아니다 아이들이 가면 좋아할것 같다 : 평범
김녕 미로공원,가족끼리 편을 나누어 길찾기 체험! 너무 즐겁고 신난 경험이었다! 아이들과 한층 더 가까워질 수 있는 기회를 제공해준 미로공원! 가족단위 관광객에 강추입니다! : 즐거울 길찾기!
김녕 미로공원,"내 와이프는 5분 만에, 7세 아이는 15분 만에, 나는 40분 동안 헤매다 겨우겨우 탈출 ㅠㅠ 지도까지 보면서 돌아다녔지만 지도가 너무 불친절해서 사실상 무용지물. 그래도 재미있는 추억이 될 것이 분명한 경험. 거기에 귀여운 냐옹이들까지 함께 하니 이거야말로 힐링. : 나는 우리 가족 꼴찌"
김녕 미로공원,길찾기 쉽지 않았어요.ㅎㅎ녹색 배경으로 사진이 멋지게 나왔어요.앞에 귀여운 고양이들도 있어서 아이들이 즐거워 했어요.근처면 한 시간 정도 내서 가는 것 추천이여~ : 길찾기 쉽지 않았어요.ㅎㅎ
평화박물관,"본 박물관은 과거 참혹했던 전쟁의 역사를 기록하는 다크투어리즘의 일환입니다.여러가지 일본군의 만행을 잊지 않으려 노력하는 우리 민족이 되었으면 좋겠습니다.""역사를 잊은 민족의 미래는 없다"" : 다크투어리즘.."
평화박물관,평화의 소중함을 깨닿게 해주고 리얼리티 처럼 잘 해놓았다. 동영상도 보여주는데 영화관 안의 꿉꿉함이 좀찝찝하고 편집없이 보여줘서 조금 지루하다. : 제주의 숨은 명소
평화박물관,다녀온 지 꽤 오래되었습니다만 아직까지도 인상 깊이 기억하고 있는 곳입니다. 다녀오신다면 훨씬 더 의미있는 여행을 하실 수 있으리라 생각합니다. 입장료는 비싸지 않았던 것으로 기억합니다. 추천드려요! : 꼭 가야 할 곳
평화박물관,"관광지순환버스를 이용해 방문 가능합니다.일본이 제주도를 병참기지화 하면서 강제노역으로 만든 땅굴이 남아있었고,직접 볼 수 있으니 꼭 방문해보도록 하자 : 이런 곳이 남아있는 것만으로 방문가치가 있음"
평화박물관,우리나라의 아품이 나오는 곳으로 애들과 함께 가면 정말로 교육적 가치가 있을 것 같습니다. 좋은 곳입니다. : 우리나라의 아품이 나오는 곳으로 애들과 함께 가면 정말로 교육적 가치가 있을 것 같습니다.
평화박물관,잔뜩 구름낀 날 칙칙하고 낡은 박물관을 방문했을때 뭐 이런 곳이 남아있나 하는 생각이 들었습니다만 방문 이후 그런 생각이 사라졌습니다. 한반도 병참기지화 정책의 희생물이 되었던 제주의 아픈 역사를 알 수 있는 곳입니다. 학생이 있는 여행객들에게 추천합니다. : 아름다운 땅 제주의 아픈 역사를 보여주는 곳
평화박물관,역사를 잊은민족에게 미래란 없다신혼여행와서 한번 가보게 되었는데 정말 좋은경험이 되었습니다.다시는 이런 아픈역사가 되풀이 되지 않았으면 좋겠습니다 : 좋은경험이 되었습니다
평화박물관,이 곳은 다른 관광지와는 달리 숙연해지는 곳이다. 아름다운 제주 이면에 숨겨진 아픈 역사를 정면에서 확인할 수 있는 곳이기 때문이다. 특히 땅굴은 잘 알려지지 않았던 일제의 만행을 몸소 느낄 수 있는 곳이다. : 제주의 아픈 역사를 느끼는 곳
평화박물관,땅굴을 파서 전쟁시에 게릴라전으로 적을 섬멸하겠다는 뜻으로 만든 땅굴로서 일본군이 제주도민을 무자비하게 노역을 시켜 만든 땅굴로 현재는 민간자본으로 운영하면서 일제의 잔혹성을 보여주는 곳~ : 제주도를 전쟁기지화로 바꾼 일본군들의 만행을 볼수 있는 곳
평화박물관,서울에서제주까지항공편을이용해서도착하면당일관광과버스를이용하면투어와관람까지이용이편리하다여행이 : 여행
협재,"바다물색이 너무 예쁜 에메랄드 색이라 보고만 있어도 마음이 편안해지는 해수욕장이다.모래도 곱고, 사진찍기에도 좋다! 추천! : 바다색이 정말 예쁜 협재해수욕장"
협재,얕은 바다 수심과 깨끗한 물. 에메랄드빛 푸르른 바다 사람도 많고 하지만 제주에 갔다면 한번쯤 들려서 가족끼리 놀기 좋아요 : 제주도 하면 떠오르죠
협재,"흐린 날에 가면 파도만 치는 해변일 뿐이다.맑은 날에 가면 바다도, 석양도, 뒤에 보이는 비양도도 아름답게 보인다.주변에 맛집 많은 것이 장점. : 맑은 날에 가세요."
협재,개인적으로 제주에서 가장 아름다운 바다를 볼 수 있는 협재 해수욕장이라고 생각합니다.특히나 비양도를 바라볼 수 있는 뷰는 너무 멋져요.에메랄드 빛 바다를 보면 가슴까지 뻥~ 뚫려 늘 기분 좋아지는 곳입니다 : 제주에서 가장 아름다운...
협재,"협재는 제주도를 갈때마다 찾는 곳이다. 바닥까지 훤히 보이는 맑은 바닷물과 특유의 에메랄드 빛 색깔이 이국적이기도 하고 그 풍광 자체로 힐링을 할수 있는 곳이라고 생각한다. 대부분 제주에서 렌트카를 많이 사용할텐데 주차장도 별도로 있고해서 접근성도 괜찮다. 협재에 갔다면 꼭 발을 담가보고 오기를 추천한다. 바닷물이 다 거기서 거기겠지만 투명한 바닷물에 발을 담그고 협쟁 풍경과 바람, 그리고 발바닥을 간지르는 모래와 바닷물의 움직임을 느껴본다면 그 느낌은 꽤 색다르고 기분좋게 다가올것이다. 제주도 여행에서 빼놓을 수 없는 나에게는 제주도내에서 1순위로 들러야 하루곳이다. 완전 추천! : 에메랄드 빛 바다"
